1.1,Fahrgast,Substantiv,"der Fahrgast, -gäste",hành khách,"Sehr geehrte Fahrgäste, auf Gleis 4 fährt der ICE 577 nach Köln ein.","Kính thưa quý hành khách, tàu ICE 577 đi Köln vào ga số 4.",Verkehr,B1;DTZ;Verkehr,Plural mit Umlaut
1.1,Gleis,Substantiv,"das Gleis, -e","đường ray, sân ga",Auf Gleis 4 fährt der ICE 577 nach Köln ein.,Tàu ICE 577 đi Köln vào ga số 4.,Verkehr,B1;DTZ;Verkehr,
1.1,verkehren,Verb,verkehrte - hat verkehrt,chạy (tàu/xe theo lịch trình),Aufgrund des heutigen Karnevals verkehrt dieser Zug in geänderter Wagenreihenfolge.,Do hôm nay có lễ hội Carnival nên đoàn tàu này chạy với thứ tự toa thay đổi.,Verkehr,B1;DTZ;Verkehr,thường dùng cho phương tiện giao thông
1.1,Wagenreihenfolge,Substantiv,"die Wagenreihenfolge, -n",thứ tự các toa tàu,Dieser Zug verkehrt in geänderter Wagenreihenfolge.,Đoàn tàu này chạy với thứ tự toa thay đổi.,Verkehr,B1;DTZ;Verkehr,từ ghép Wagen + Reihenfolge
1.1,sich befinden,Verb,befand sich - hat sich befunden,"nằm ở, ở vị trí",Die Wagen der ersten Klasse befinden sich ganz nach vorne.,Các toa hạng nhất nằm ở phía trước cùng.,Verkehr,B1;DTZ;Verkehr,reflexiv: sich + Position
1.1,Abschnitt,Substantiv,"der Abschnitt, -e","khu vực, đoạn",Die Wagen mit den Nummern 22 bis 27 finden Sie in den Abschnitten A bis C.,Các toa số 22 đến 27 nằm ở các khu vực A đến C.,Verkehr,B1;DTZ;Verkehr,
1.1,geändert,Adjektiv,,đã thay đổi,Dieser Zug verkehrt in geänderter Wagenreihenfolge.,Đoàn tàu này chạy với thứ tự toa đã thay đổi.,Verkehr,B1;DTZ;Verkehr,Partizip II von ändern
1.2,Jobmesse,Substantiv,"die Jobmesse, -n",hội chợ việc làm,Am Samstag wird im Rathaus erneut die regionale Jobmesse organisiert.,Thứ Bảy này hội chợ việc làm khu vực lại được tổ chức tại tòa thị chính.,Arbeit,B1;DTZ;Arbeit,
1.2,Fachkraft,Substantiv,"die Fachkraft, -kräfte",lao động lành nghề,Unternehmen stellen Jobangebote vor – für erfahrene Fachkräfte als auch für Berufseinsteiger.,Các công ty giới thiệu việc làm cho cả lao động lành nghề có kinh nghiệm lẫn người mới vào nghề.,Arbeit,B1;DTZ;Arbeit,Plural mit Umlaut
1.2,Berufseinsteiger,Substantiv,"der Berufseinsteiger, -",người mới bắt đầu sự nghiệp,Jobangebote für erfahrene Fachkräfte als auch für Berufseinsteiger.,Tin tuyển dụng dành cho cả lao động lành nghề và người mới vào nghề.,Arbeit,B1;DTZ;Arbeit,
1.2,Lebenslauf,Substantiv,"der Lebenslauf, -läufe","sơ yếu lý lịch, CV","Bereits ab heute besteht die Möglichkeit, den eigenen Lebenslauf online hochzuladen.",Ngay từ hôm nay đã có thể tải lên CV của mình qua mạng.,Arbeit,B1;DTZ;Arbeit,Plural mit Umlaut
