lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced
658546844,kümmern,"…nachmittags um die Familie kümmern kann.",,0,0,verb;präsens;wir,2,,2026-05-18,2026-05-18
658546981,einer,"Einer meiner Mitarbeiter ist in…",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
658547016,meiner,"Einer meiner Mitarbeiter ist in einer…",,1,0,pronoun;noun,3,,2026-05-18,2026-05-18
658547040,mitarbeiter,"Einer meiner Mitarbeiter ist in einer ähnlichen…",,1,0,noun,3,,2026-05-18,2026-05-18
658547077,ähnlichen,"…Mitarbeiter ist in einer ähnlichen Situation.",,0,0,adjective,1,,2026-05-18,2026-05-18
658547103,situation,"…ist in einer ähnlichen Situation.",,0,0,noun,3,,2026-05-18,2026-05-18
658547191,arbeit,"Ich weiß, dass die Arbeit bei uns für ihn…",,1,0,noun,3,,2026-05-18,2026-05-18
658547316,interessant,"…für ihn eigentlich nicht interessant genug ist.",,1,0,adjective,2,,2026-05-18,2026-05-18
658547352,genug,"…ihn eigentlich nicht interessant genug ist.",,1,0,adjective;adverb,3,,2026-05-18,2026-05-18
658547583,merkt,"Man merkt, dass er gelernt hat,…",,0,0,verb;präsens;noun;merken;adverb;er/sie/es;aufmerken;anmerken;vormerken,1,,2026-05-18,2026-05-18
658547709,gelernt,"Man merkt, dass er gelernt hat, selbstständig zu arbeiten.",,0,0,preposition;noun,2,,2026-05-18,2026-05-18
658547846,selbstständig,"…dass er gelernt hat, selbstständig zu arbeiten.",,0,0,adjective;adverb,0,,2026-05-18,2026-05-18
658548053,aufgaben,"Seine Aufgaben erledigt er schnell und…",,0,0,noun,2,,2026-05-18,2026-05-18
658548144,erledigt,"Seine Aufgaben erledigt er schnell und zuverlässig.",,0,0,verb;präsens;adjective;er/sie/es;erledigen,1,,2026-05-18,2026-05-18
658548172,schnell,"Seine Aufgaben erledigt er schnell und zuverlässig.",,1,0,adjective;adverb,3,,2026-05-18,2026-05-18
658548200,zuverlässig,"…erledigt er schnell und zuverlässig.",,0,0,adjective,0,,2026-05-18,2026-05-18
658548330,solche,"Solche Leute brauche ich in…",,1,0,pronoun;adjective,3,,2026-05-18,2026-05-18
658548342,leute,"Solche Leute brauche ich in meiner…",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
658548351,brauche,"Solche Leute brauche ich in meiner Firma.",,3,0,verb;präsens;noun;ich;brauchen;aufbrauchen,2,,2026-05-18,2026-05-18
